Product ID,Product Name,Price,Stock Quantity,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,Color/Size Variations,Product Ratings
P1Z1318E,Smartphone,467.43,26.0,2.0,13x8x20 cm,2023-01-01,2026-01-01,Green/Large,
TXAOEZIA,Headphones,182.44,3.0,2.0,6x12x11 cm,2023-03-15,2025-01-01,Green/Large,4.0
15CI17T4,Smartphone,156.31,59.0,1.0,11x20x19 cm,2023-07-30,2026-01-01,Red/Small,2.0
AZQS1KSF,Smartphone,184.57,11.0,1.0,12x10x9 cm,2023-01-01,2026-01-01,Green/Large,4.0
KIXUOGQ3,Headphones,211.9,50.0,3.0,10x16x14 cm,2023-01-01,2025-01-01,Blue/Medium,1.0
0WYELZG7,Headphones,,24.0,1.0,15x9x9 cm,2023-03-15,2026-01-01,Blue/Medium,1.0
ANM4GO51,Smartphone,225.22,77.0,3.0,12x12x13 cm,2023-03-15,2025-01-01,Green/Large,1.0
XD14SGU9,Monitor,230.46,28.0,3.0,15x7x9 cm,2023-03-15,2025-01-01,Red/Small,5.0
009PBHZ6,Monitor,,62.0,2.0,6x7x16 cm,2023-03-15,2024-01-01,Red/Small,4.0
FOG3PKNH,Smartphone,378.3,31.0,3.0,7x14x13 cm,2023-07-30,2025-01-01,Blue/Medium,3.0
PR262QV6,Smartphone,22.8,94.0,1.0,5x17x12 cm,2023-03-15,2025-01-01,Blue/Medium,
R883QG6N,Smartphone,,,1.0,14x20x13 cm,2023-07-30,2025-01-01,Red/Small,
WR3NO9XC,Laptop,,,1.0,19x7x9 cm,2023-07-30,2026-01-01,Red/Small,
Z94KWRAP,Laptop,243.68,18.0,3.0,20x9x15 cm,2023-03-15,2025-01-01,Red/Small,
LP4DW3LU,Smartphone,436.49,11.0,3.0,13x6x10 cm,2023-01-01,2024-01-01,Green/Large,5.0
YOHU4IDR,Laptop,87.19,81.0,1.0,8x11x5 cm,2023-03-15,2026-01-01,Green/Large,4.0
EAJY8F4Q,Laptop,284.47,6.0,3.0,7x16x10 cm,2023-01-01,2025-01-01,Green/Large,1.0
33N62RP7,Laptop,180.28,,1.0,18x9x8 cm,2023-07-30,2024-01-01,Blue/Medium,3.0
7ARXC3D5,Laptop,27.8,28.0,,17x13x18 cm,2023-07-30,2026-01-01,Blue/Medium,1.0
EVTKRSPJ,Headphones,,24.0,3.0,14x16x8 cm,2023-07-30,2025-01-01,Red/Small,5.0
BTSC30C9,Smartphone,309.15,48.0,1.0,8x13x17 cm,2023-03-15,2024-01-01,Green/Large,4.0
YTYKHVDF,Headphones,338.47,54.0,2.0,18x8x10 cm,2023-01-01,2026-01-01,Green/Large,2.0
FW91JPJ0,Laptop,188.08,73.0,2.0,19x6x10 cm,2023-03-15,2026-01-01,Red/Small,
SFSH3L1X,Smartphone,,48.0,2.0,6x18x19 cm,2023-07-30,2026-01-01,Red/Small,
2KC896R8,Headphones,169.26,20.0,1.0,19x8x15 cm,2023-07-30,2025-01-01,Green/Large,2.0
QV6G2KEZ,Smartphone,,,1.0,16x14x15 cm,2023-07-30,2025-01-01,Green/Large,
2SYGYI9A,Laptop,31.24,4.0,,12x14x5 cm,2023-07-30,2024-01-01,Red/Small,2.0
04LS0VT9,Laptop,,28.0,2.0,16x16x12 cm,2023-07-30,2025-01-01,Green/Large,
A30KRZ8V,Monitor,461.95,49.0,1.0,9x14x12 cm,2023-07-30,2024-01-01,Red/Small,1.0
OZSHDJSO,Headphones,325.08,86.0,2.0,20x15x15 cm,2023-03-15,2024-01-01,Green/Large,4.0
RUDH86VV,Smartphone,102.26,31.0,3.0,15x10x8 cm,2023-01-01,2026-01-01,Blue/Medium,5.0
ZGC0VZKC,Smartphone,477.78,73.0,3.0,14x6x16 cm,2023-07-30,2025-01-01,Green/Large,
HNAYFS0D,Monitor,87.94,73.0,,6x19x9 cm,2023-01-01,2026-01-01,Red/Small,4.0
T3U490WW,Smartphone,452.7,13.0,,19x14x20 cm,2023-01-01,2026-01-01,Blue/Medium,2.0
PS77NOJ4,Headphones,,3.0,3.0,16x8x15 cm,2023-07-30,2026-01-01,Green/Large,4.0
J9R3NXQI,Headphones,180.27,99.0,2.0,19x14x6 cm,2023-01-01,2024-01-01,Red/Small,2.0
DCRTLZHR,Headphones,154.22,46.0,2.0,19x19x5 cm,2023-03-15,2024-01-01,Red/Small,1.0
9EOMFVG9,Headphones,80.09,26.0,2.0,6x12x11 cm,2023-07-30,2025-01-01,Blue/Medium,3.0
R8N5C4VZ,Headphones,475.94,52.0,2.0,5x19x12 cm,2023-01-01,2025-01-01,Red/Small,5.0
V6C71WJI,Smartphone,227.15,16.0,3.0,9x11x15 cm,2023-01-01,2024-01-01,Blue/Medium,4.0
QNGD8WG9,Monitor,141.07,56.0,2.0,17x11x17 cm,2023-03-15,2025-01-01,Blue/Medium,
WDMLKX0E,Laptop,75.6,46.0,,7x9x16 cm,2023-01-01,2024-01-01,Red/Small,
XAMV8R1B,Monitor,472.54,44.0,2.0,7x8x18 cm,2023-01-01,2025-01-01,Red/Small,1.0
ZPK2XX0D,Monitor,259.07,19.0,3.0,13x13x13 cm,2023-03-15,2025-01-01,Red/Small,5.0
9HB76XI4,Monitor,423.46,98.0,1.0,14x13x10 cm,2023-03-15,2025-01-01,Blue/Medium,3.0
XO58B963,Smartphone,423.5,20.0,,19x6x20 cm,2023-07-30,2026-01-01,Green/Large,5.0
6AEXV0T9,Monitor,,10.0,,8x12x13 cm,2023-01-01,2025-01-01,Blue/Medium,
COVD1IK3,Headphones,351.94,87.0,3.0,9x5x9 cm,2023-03-15,2025-01-01,Blue/Medium,
LQ2I1K2Z,Monitor,363.88,16.0,2.0,7x10x20 cm,2023-01-01,2025-01-01,Red/Small,
T41UBNGH,Laptop,129.26,61.0,3.0,13x19x15 cm,2023-03-15,2025-01-01,Blue/Medium,
2VTITPAR,Smartphone,,37.0,1.0,8x13x18 cm,2023-07-30,2024-01-01,Blue/Medium,4.0
N3U1G10B,Smartphone,,42.0,3.0,5x11x5 cm,2023-07-30,2024-01-01,Blue/Medium,1.0
ZYAKQUG8,Laptop,,66.0,1.0,6x5x10 cm,2023-03-15,2024-01-01,Green/Large,4.0
WSM0CNN1,Smartphone,357.1,98.0,1.0,17x17x10 cm,2023-07-30,2025-01-01,Blue/Medium,5.0
1J1SFYGY,Laptop,280.12,10.0,1.0,6x9x18 cm,2023-07-30,2026-01-01,Red/Small,1.0
GA3CCU4K,Headphones,129.88,37.0,1.0,7x18x19 cm,2023-07-30,2025-01-01,Green/Large,2.0
L074YKC3,Laptop,370.8,20.0,3.0,15x7x19 cm,2023-03-15,2025-01-01,Red/Small,2.0
BUC9KPJ6,Smartphone,116.23,,1.0,15x9x18 cm,2023-03-15,2024-01-01,Blue/Medium,
OUE3NHO2,Smartphone,377.5,83.0,,11x13x9 cm,2023-03-15,2026-01-01,Red/Small,2.0
69SM0UBJ,Laptop,108.94,35.0,1.0,18x5x8 cm,2023-03-15,2026-01-01,Green/Large,3.0
ZR9RA612,Headphones,93.23,49.0,1.0,18x20x19 cm,2023-07-30,2025-01-01,Blue/Medium,5.0
G1O7QKJC,Headphones,200.63,33.0,2.0,15x12x18 cm,2023-01-01,2026-01-01,Red/Small,5.0
PQBCATKZ,Monitor,457.64,74.0,3.0,5x11x5 cm,2023-03-15,2025-01-01,Green/Large,2.0
EKMBVDMY,Smartphone,,,2.0,19x13x16 cm,2023-07-30,2025-01-01,Blue/Medium,2.0
78XDZ1LJ,Laptop,,,2.0,13x20x15 cm,2023-01-01,2025-01-01,Blue/Medium,
5GRONW6G,Laptop,113.3,68.0,3.0,5x11x6 cm,2023-03-15,2025-01-01,Green/Large,1.0
CCKZG20J,Smartphone,291.61,78.0,,10x5x15 cm,2023-01-01,2025-01-01,Red/Small,2.0
IU402ZUN,Smartphone,379.42,56.0,1.0,17x9x15 cm,2023-03-15,2024-01-01,Red/Small,3.0
WBM07Z7Y,Monitor,459.23,96.0,1.0,20x15x8 cm,2023-03-15,2026-01-01,Blue/Medium,5.0
R1BY8YCP,Monitor,185.55,42.0,1.0,6x13x8 cm,2023-01-01,2026-01-01,Green/Large,2.0
B7Q37ALC,Laptop,431.82,,3.0,15x11x12 cm,2023-07-30,2024-01-01,Red/Small,1.0
Q3MAZEVM,Smartphone,,,1.0,16x8x18 cm,2023-01-01,2026-01-01,Red/Small,2.0
NVN6L1OB,Smartphone,204.06,71.0,2.0,7x9x12 cm,2023-01-01,2026-01-01,Blue/Medium,5.0
25G73BKH,Smartphone,148.73,,1.0,17x13x7 cm,2023-01-01,2024-01-01,Blue/Medium,2.0
W6YR10L3,Laptop,348.94,24.0,1.0,11x5x15 cm,2023-07-30,2026-01-01,Green/Large,
SLMQG4M3,Monitor,,88.0,1.0,5x10x17 cm,2023-03-15,2024-01-01,Green/Large,
SNH956PI,Headphones,,,3.0,5x14x5 cm,2023-01-01,2025-01-01,Blue/Medium,5.0
EEG8J9ZQ,Headphones,28.1,92.0,2.0,7x11x16 cm,2023-01-01,2025-01-01,Blue/Medium,2.0
0SB8OV1O,Monitor,,,1.0,17x10x17 cm,2023-07-30,2025-01-01,Blue/Medium,
F4QEAPU8,Headphones,25.98,100.0,2.0,20x6x11 cm,2023-01-01,2025-01-01,Red/Small,4.0
97R4IC9T,Monitor,478.48,18.0,3.0,19x6x13 cm,2023-03-15,2026-01-01,Red/Small,4.0
M4EU2D6Y,Laptop,,6.0,2.0,7x6x6 cm,2023-03-15,2024-01-01,Green/Large,
VIV5JXE5,Monitor,246.37,,3.0,5x7x16 cm,2023-07-30,2024-01-01,Red/Small,1.0
4IHPL56J,Monitor,,5.0,1.0,6x16x18 cm,2023-01-01,2025-01-01,Blue/Medium,
V9LY45R4,Headphones,342.29,52.0,2.0,18x16x6 cm,2023-01-01,2025-01-01,Green/Large,4.0
IN0JX1OJ,Monitor,431.56,43.0,3.0,5x17x11 cm,2023-07-30,2025-01-01,Green/Large,
W9J8QQUN,Monitor,165.28,,1.0,12x20x12 cm,2023-03-15,2025-01-01,Blue/Medium,5.0
SLVK7X6P,Headphones,208.19,85.0,3.0,16x14x17 cm,2023-03-15,2024-01-01,Red/Small,1.0
5DC24W8V,Smartphone,271.81,47.0,3.0,5x10x15 cm,2023-01-01,2025-01-01,Blue/Medium,4.0
AV61DDPX,Monitor,287.79,5.0,2.0,9x11x19 cm,2023-07-30,2025-01-01,Blue/Medium,
XW3H119S,Smartphone,,39.0,3.0,18x10x7 cm,2023-01-01,2025-01-01,Blue/Medium,
C8CEVE9O,Smartphone,454.79,33.0,1.0,13x16x19 cm,2023-03-15,2025-01-01,Red/Small,1.0
F6R8Z2Z9,Laptop,40.89,16.0,3.0,17x16x20 cm,2023-01-01,2024-01-01,Green/Large,3.0
VCM74DZ8,Monitor,,,3.0,14x15x10 cm,2023-01-01,2026-01-01,Red/Small,
42NKPZT8,Headphones,,66.0,1.0,17x19x19 cm,2023-03-15,2024-01-01,Red/Small,
O48ZESQA,Laptop,,,2.0,19x20x5 cm,2023-03-15,2026-01-01,Blue/Medium,
0Y12EWTA,Monitor,189.97,8.0,,10x18x12 cm,2023-01-01,2025-01-01,Red/Small,4.0
UWXFDNEY,Smartphone,364.05,61.0,3.0,17x20x18 cm,2023-01-01,2026-01-01,Blue/Medium,1.0
DPYODCOR,Smartphone,204.76,87.0,3.0,8x15x6 cm,2023-07-30,2024-01-01,Green/Large,
0CYL08N8,Monitor,471.21,24.0,3.0,6x7x10 cm,2023-01-01,2024-01-01,Red/Small,
J9Q7XTIR,Smartphone,361.14,71.0,3.0,5x12x18 cm,2023-03-15,2025-01-01,Blue/Medium,5.0
5N9FUL1K,Headphones,258.61,,1.0,15x10x10 cm,2023-01-01,2026-01-01,Green/Large,3.0
PNQS02BA,Smartphone,118.06,92.0,2.0,13x7x6 cm,2023-01-01,2024-01-01,Green/Large,1.0
RXV7KT9Z,Headphones,140.64,3.0,2.0,9x11x19 cm,2023-01-01,2025-01-01,Red/Small,1.0
BTV9QARE,Smartphone,254.12,68.0,1.0,12x17x6 cm,2023-07-30,2025-01-01,Red/Small,1.0
VJUQ3XSS,Monitor,98.54,57.0,,17x19x17 cm,2023-03-15,2026-01-01,Blue/Medium,2.0
XKNT74O7,Laptop,,,3.0,16x12x13 cm,2023-01-01,2025-01-01,Blue/Medium,
VSJPGDHW,Monitor,,,,7x16x17 cm,2023-01-01,2026-01-01,Green/Large,1.0
5SXYV0ZZ,Monitor,200.6,22.0,3.0,20x8x9 cm,2023-07-30,2024-01-01,Green/Large,3.0
OECW1G3X,Headphones,,65.0,1.0,13x20x19 cm,2023-07-30,2026-01-01,Blue/Medium,
B6DCZU20,Smartphone,398.27,13.0,3.0,11x12x14 cm,2023-01-01,2025-01-01,Red/Small,3.0
CD46ACI1,Monitor,15.04,,3.0,8x6x7 cm,2023-03-15,2025-01-01,Red/Small,
RJ55OFQI,Smartphone,161.23,59.0,3.0,18x6x8 cm,2023-03-15,2026-01-01,Green/Large,2.0
RCV6J70P,Monitor,,85.0,1.0,12x16x7 cm,2023-03-15,2026-01-01,Blue/Medium,5.0
BXXIC3QA,Headphones,348.74,88.0,1.0,5x14x14 cm,2023-01-01,2024-01-01,Green/Large,
78L38ETB,Headphones,124.94,59.0,2.0,13x8x9 cm,2023-07-30,2025-01-01,Green/Large,
A7W4I97L,Headphones,430.4,55.0,1.0,11x10x19 cm,2023-01-01,2025-01-01,Blue/Medium,3.0
EKRMMPII,Smartphone,455.57,12.0,1.0,15x14x17 cm,2023-03-15,2026-01-01,Blue/Medium,3.0
26M2YHQ1,Smartphone,430.03,11.0,1.0,20x17x10 cm,2023-01-01,2024-01-01,Blue/Medium,2.0
STBBK47V,Laptop,103.12,42.0,2.0,10x16x6 cm,2023-03-15,2024-01-01,Blue/Medium,
V7H21XVJ,Smartphone,,90.0,3.0,10x6x6 cm,2023-01-01,2025-01-01,Blue/Medium,3.0
6HWQCP2C,Monitor,172.59,1.0,1.0,6x11x9 cm,2023-01-01,2025-01-01,Green/Large,4.0
NHXQAVIE,Monitor,440.51,56.0,2.0,16x6x10 cm,2023-03-15,2025-01-01,Green/Large,5.0
KENOPIRH,Smartphone,359.5,100.0,1.0,11x10x11 cm,2023-07-30,2025-01-01,Green/Large,2.0
OWWDF7UP,Headphones,143.75,19.0,2.0,17x14x17 cm,2023-03-15,2025-01-01,Green/Large,
FBUKGYVX,Smartphone,156.27,5.0,2.0,6x10x7 cm,2023-07-30,2026-01-01,Red/Small,5.0
MSRSWNJR,Monitor,159.57,21.0,1.0,19x13x6 cm,2023-03-15,2026-01-01,Blue/Medium,2.0
TWWMYCWI,Monitor,,93.0,3.0,19x9x15 cm,2023-07-30,2026-01-01,Green/Large,2.0
1BVZNJIS,Monitor,446.92,23.0,2.0,7x10x10 cm,2023-03-15,2025-01-01,Blue/Medium,3.0
21MFOPC1,Monitor,312.17,13.0,1.0,17x19x10 cm,2023-03-15,2025-01-01,Green/Large,4.0
DC2QH5D7,Monitor,398.4,46.0,1.0,10x7x20 cm,2023-07-30,2026-01-01,Green/Large,5.0
DWUYZ57A,Headphones,467.79,31.0,,11x12x16 cm,2023-01-01,2025-01-01,Blue/Medium,
QTADUSWS,Monitor,289.67,83.0,2.0,15x5x14 cm,2023-07-30,2025-01-01,Blue/Medium,2.0
HLHAF17L,Laptop,320.77,53.0,3.0,12x15x10 cm,2023-01-01,2026-01-01,Blue/Medium,2.0
RGSTS6HU,Headphones,471.54,54.0,3.0,18x8x17 cm,2023-03-15,2026-01-01,Red/Small,3.0
1I72EDFM,Smartphone,12.05,32.0,3.0,7x20x10 cm,2023-07-30,2024-01-01,Blue/Medium,3.0
AFZLBJZ3,Headphones,,,1.0,11x10x10 cm,2023-01-01,2026-01-01,Blue/Medium,1.0
33L3ZE2P,Monitor,49.38,55.0,3.0,7x13x11 cm,2023-01-01,2025-01-01,Green/Large,5.0
IV2AIT7K,Smartphone,228.25,34.0,2.0,20x18x8 cm,2023-01-01,2025-01-01,Red/Small,1.0
IUQFBG6U,Headphones,,69.0,2.0,15x8x13 cm,2023-01-01,2026-01-01,Red/Small,
T5L4BFOE,Headphones,298.26,85.0,2.0,10x19x18 cm,2023-07-30,2024-01-01,Green/Large,5.0
O0CXBVKC,Laptop,,,2.0,11x6x15 cm,2023-07-30,2024-01-01,Green/Large,1.0
G7FLS30O,Laptop,47.85,71.0,2.0,17x7x5 cm,2023-01-01,2026-01-01,Blue/Medium,3.0
WZ3Y78WJ,Laptop,125.96,34.0,3.0,19x10x14 cm,2023-01-01,2025-01-01,Blue/Medium,
BVM98AH2,Smartphone,141.86,84.0,2.0,16x18x13 cm,2023-03-15,2025-01-01,Green/Large,
CXHY0DSX,Laptop,156.77,,1.0,16x18x5 cm,2023-07-30,2026-01-01,Blue/Medium,
3LF1B8MZ,Monitor,367.41,70.0,3.0,7x18x18 cm,2023-03-15,2025-01-01,Green/Large,4.0
NZOX651Y,Headphones,243.05,1.0,3.0,9x19x5 cm,2023-03-15,2026-01-01,Blue/Medium,3.0
4FGCF180,Monitor,,32.0,1.0,18x10x20 cm,2023-01-01,2026-01-01,Red/Small,
L71KB25G,Monitor,174.45,65.0,3.0,5x17x12 cm,2023-03-15,2026-01-01,Green/Large,
LJUICWQ1,Smartphone,351.56,95.0,3.0,17x9x14 cm,2023-07-30,2025-01-01,Blue/Medium,
PPKKL71P,Headphones,164.51,99.0,2.0,8x8x17 cm,2023-07-30,2024-01-01,Blue/Medium,3.0
X4JKRO8U,Monitor,31.56,29.0,2.0,6x8x8 cm,2023-03-15,2025-01-01,Blue/Medium,3.0
GGF0UDOI,Headphones,,49.0,1.0,19x10x10 cm,2023-01-01,2025-01-01,Green/Large,
L9YOXIB4,Monitor,326.1,75.0,3.0,20x5x12 cm,2023-01-01,2026-01-01,Red/Small,1.0
UQBRVRAF,Headphones,177.05,41.0,1.0,12x20x10 cm,2023-03-15,2024-01-01,Red/Small,2.0
12YLD3MV,Smartphone,241.96,3.0,2.0,7x20x19 cm,2023-07-30,2026-01-01,Red/Small,2.0
R8K5LPWU,Laptop,53.97,,1.0,19x6x19 cm,2023-01-01,2026-01-01,Green/Large,1.0
5GTBHPQE,Headphones,289.05,13.0,1.0,13x7x5 cm,2023-03-15,2026-01-01,Blue/Medium,5.0
VD7JLQJY,Smartphone,325.94,86.0,1.0,11x14x16 cm,2023-07-30,2026-01-01,Blue/Medium,2.0
IOIY4N12,Laptop,478.13,69.0,1.0,7x9x16 cm,2023-01-01,2026-01-01,Green/Large,1.0
CPRPI0BY,Headphones,124.47,35.0,1.0,13x8x20 cm,2023-03-15,2024-01-01,Red/Small,5.0
J9GET6LZ,Monitor,89.19,78.0,3.0,6x11x20 cm,2023-07-30,2025-01-01,Red/Small,3.0
C6KQSC3H,Monitor,479.52,96.0,2.0,14x10x7 cm,2023-01-01,2024-01-01,Green/Large,5.0
JWCEE6WB,Headphones,423.42,77.0,3.0,9x20x11 cm,2023-01-01,2024-01-01,Blue/Medium,3.0
H90K5WH5,Headphones,173.01,81.0,2.0,17x15x14 cm,2023-01-01,2025-01-01,Blue/Medium,1.0
O9NAUF5C,Laptop,439.56,91.0,2.0,14x10x8 cm,2023-07-30,2026-01-01,Blue/Medium,
3RUOQN7O,Smartphone,461.59,98.0,2.0,7x20x6 cm,2023-03-15,2024-01-01,Blue/Medium,
D3G2VVUI,Laptop,,,,6x7x17 cm,2023-03-15,2026-01-01,Red/Small,4.0
KRZUZOGT,Headphones,423.1,,1.0,19x17x20 cm,2023-07-30,2025-01-01,Green/Large,4.0
0GJL6KN6,Headphones,,21.0,,7x16x6 cm,2023-03-15,2026-01-01,Red/Small,
6HUG0SKB,Laptop,401.24,70.0,1.0,15x15x16 cm,2023-01-01,2026-01-01,Red/Small,1.0
M27Z8RUZ,Headphones,328.19,,1.0,8x6x5 cm,2023-07-30,2026-01-01,Blue/Medium,3.0
TQMAHTNG,Headphones,20.09,38.0,,18x17x20 cm,2023-03-15,2025-01-01,Green/Large,2.0
BN1JQ7XP,Smartphone,211.94,29.0,1.0,17x10x11 cm,2023-03-15,2024-01-01,Blue/Medium,3.0
2SA5FUUK,Smartphone,72.94,90.0,1.0,19x10x8 cm,2023-03-15,2024-01-01,Green/Large,4.0
WLMLMEBC,Laptop,,,3.0,19x8x11 cm,2023-07-30,2026-01-01,Red/Small,4.0
96ZB8UNK,Laptop,367.47,99.0,3.0,15x12x17 cm,2023-03-15,2025-01-01,Green/Large,
U99C4B62,Monitor,397.61,68.0,1.0,18x7x12 cm,2023-07-30,2026-01-01,Red/Small,4.0
1MWGHGWD,Smartphone,189.28,5.0,2.0,10x20x9 cm,2023-01-01,2024-01-01,Green/Large,4.0
EJ9SC6QN,Monitor,459.95,66.0,2.0,5x8x13 cm,2023-01-01,2026-01-01,Green/Large,1.0
S6PAOSKV,Monitor,410.3,28.0,1.0,8x9x10 cm,2023-01-01,2025-01-01,Red/Small,1.0
H7ILI495,Headphones,383.36,14.0,1.0,16x18x11 cm,2023-07-30,2025-01-01,Red/Small,5.0
3R9BY99G,Headphones,182.18,74.0,,17x10x13 cm,2023-07-30,2026-01-01,Green/Large,
GS6UF5GL,Monitor,59.44,,3.0,10x15x16 cm,2023-07-30,2025-01-01,Red/Small,
2GQMXXI5,Headphones,269.52,10.0,2.0,12x20x10 cm,2023-01-01,2025-01-01,Red/Small,2.0
X9XQ18N6,Monitor,486.37,86.0,2.0,10x6x9 cm,2023-03-15,2024-01-01,Blue/Medium,4.0
DIQPXKZ4,Headphones,,,1.0,17x16x9 cm,2023-03-15,2024-01-01,Blue/Medium,
NWKR5PNT,Monitor,242.81,74.0,,11x9x18 cm,2023-03-15,2024-01-01,Green/Large,5.0
YWUPRH5B,Monitor,442.57,35.0,2.0,8x20x9 cm,2023-03-15,2025-01-01,Green/Large,
8W42ZAFJ,Laptop,399.81,100.0,3.0,18x9x16 cm,2023-03-15,2026-01-01,Blue/Medium,2.0
N15QCQ80,Smartphone,443.7,4.0,2.0,9x11x12 cm,2023-07-30,2024-01-01,Blue/Medium,4.0
7HQFFAXX,Monitor,252.62,73.0,2.0,6x16x18 cm,2023-07-30,2026-01-01,Blue/Medium,1.0
SI4NJ4NR,Laptop,15.29,29.0,2.0,13x19x15 cm,2023-03-15,2026-01-01,Blue/Medium,
MXEWM8YV,Headphones,60.4,75.0,3.0,11x16x16 cm,2023-03-15,2025-01-01,Red/Small,2.0
SFD0Y99B,Smartphone,422.07,89.0,3.0,13x15x5 cm,2023-07-30,2024-01-01,Blue/Medium,4.0
WICG6BG0,Monitor,454.65,71.0,1.0,11x20x9 cm,2023-03-15,2025-01-01,Green/Large,2.0
6L3K7IQX,Smartphone,399.74,21.0,3.0,5x18x6 cm,2023-01-01,2026-01-01,Green/Large,4.0
2U48FV18,Laptop,218.37,,3.0,11x5x17 cm,2023-07-30,2025-01-01,Red/Small,5.0
W17KQ498,Headphones,,23.0,1.0,7x10x14 cm,2023-01-01,2026-01-01,Blue/Medium,
TAI66AU2,Smartphone,,86.0,3.0,11x6x13 cm,2023-03-15,2026-01-01,Blue/Medium,
KKW755Q4,Headphones,367.74,71.0,1.0,19x12x19 cm,2023-01-01,2024-01-01,Green/Large,5.0
J5TKAJ7A,Laptop,33.44,37.0,,12x19x19 cm,2023-03-15,2026-01-01,Red/Small,4.0
RZPG8NKH,Smartphone,377.04,18.0,1.0,17x20x7 cm,2023-03-15,2024-01-01,Red/Small,2.0
X032AR49,Laptop,235.94,27.0,,5x14x13 cm,2023-07-30,2024-01-01,Red/Small,5.0
TLOVQMM8,Headphones,85.22,57.0,1.0,9x10x10 cm,2023-03-15,2026-01-01,Green/Large,5.0
68SVB9QA,Smartphone,269.22,15.0,2.0,19x13x19 cm,2023-03-15,2025-01-01,Red/Small,4.0
CN9VTGCC,Smartphone,,,3.0,6x11x5 cm,2023-03-15,2025-01-01,Red/Small,
CRCCEYRU,Headphones,321.17,93.0,2.0,19x10x5 cm,2023-03-15,2026-01-01,Red/Small,
RJL4C95S,Smartphone,10.8,42.0,1.0,9x19x17 cm,2023-03-15,2025-01-01,Green/Large,1.0
KCU9HQ00,Headphones,,38.0,2.0,6x13x7 cm,2023-07-30,2025-01-01,Blue/Medium,
VB1Z4IOI,Laptop,268.1,,2.0,11x9x14 cm,2023-01-01,2024-01-01,Red/Small,4.0
QCWZ8WPJ,Smartphone,452.74,22.0,2.0,16x18x13 cm,2023-03-15,2024-01-01,Red/Small,3.0
TWZ808PO,Monitor,115.57,45.0,1.0,5x15x20 cm,2023-07-30,2024-01-01,Green/Large,3.0
HKO1MTG4,Headphones,415.53,86.0,1.0,20x12x16 cm,2023-01-01,2025-01-01,Green/Large,
L9Y509P9,Laptop,481.4,65.0,3.0,13x11x12 cm,2023-03-15,2026-01-01,Blue/Medium,4.0
LZYF97SQ,Monitor,280.21,60.0,1.0,17x16x6 cm,2023-03-15,2026-01-01,Blue/Medium,
70XYEQTG,Monitor,,86.0,,20x19x20 cm,2023-01-01,2024-01-01,Green/Large,3.0
RGL6FELE,Laptop,480.27,84.0,2.0,5x6x14 cm,2023-03-15,2026-01-01,Green/Large,2.0
O1CZ2U4B,Headphones,166.48,48.0,1.0,17x20x15 cm,2023-03-15,2025-01-01,Blue/Medium,5.0
GE9GIOKW,Laptop,44.37,21.0,1.0,5x20x5 cm,2023-07-30,2026-01-01,Blue/Medium,1.0
FYYFV4PT,Smartphone,,,3.0,6x7x7 cm,2023-07-30,2024-01-01,Green/Large,2.0
KQP6G3JR,Headphones,159.06,43.0,3.0,11x16x8 cm,2023-03-15,2026-01-01,Green/Large,2.0
1YDGR5LG,Smartphone,34.83,32.0,1.0,6x20x8 cm,2023-07-30,2025-01-01,Blue/Medium,4.0
GRAHJXKL,Laptop,408.28,50.0,2.0,18x12x7 cm,2023-01-01,2024-01-01,Green/Large,4.0
FY5JE3PO,Monitor,48.82,24.0,3.0,19x5x18 cm,2023-01-01,2024-01-01,Red/Small,
XN8LFVYZ,Smartphone,406.18,,1.0,16x9x6 cm,2023-03-15,2024-01-01,Red/Small,4.0
CIVDE07I,Smartphone,443.5,91.0,3.0,18x20x13 cm,2023-03-15,2025-01-01,Red/Small,
BR11HXIW,Monitor,31.08,83.0,3.0,20x5x20 cm,2023-07-30,2025-01-01,Blue/Medium,5.0
9GBZNAPX,Monitor,491.76,32.0,3.0,13x5x15 cm,2023-01-01,2026-01-01,Blue/Medium,3.0
OWU2PPL4,Laptop,11.18,39.0,1.0,7x19x17 cm,2023-01-01,2025-01-01,Green/Large,
G3VSK201,Smartphone,272.57,41.0,3.0,5x11x6 cm,2023-03-15,2026-01-01,Red/Small,4.0
IFK69LPK,Monitor,297.22,2.0,3.0,19x18x17 cm,2023-07-30,2024-01-01,Green/Large,1.0
GVZ7JEBZ,Monitor,197.43,56.0,2.0,18x7x19 cm,2023-01-01,2025-01-01,Green/Large,3.0
ITP7UI8R,Smartphone,,43.0,2.0,16x19x13 cm,2023-01-01,2026-01-01,Blue/Medium,
ZMSS6O50,Laptop,307.28,65.0,,14x7x9 cm,2023-03-15,2024-01-01,Red/Small,4.0
IKP9VWP6,Laptop,427.2,99.0,1.0,16x17x6 cm,2023-01-01,2024-01-01,Red/Small,
3899O1L7,Monitor,56.45,67.0,3.0,12x14x19 cm,2023-01-01,2024-01-01,Green/Large,3.0
XG5MWZOL,Laptop,486.9,,1.0,12x18x15 cm,2023-07-30,2025-01-01,Green/Large,5.0
ZZL7AB7U,Headphones,332.72,74.0,,7x8x13 cm,2023-01-01,2026-01-01,Red/Small,1.0
QJ4SCL8K,Smartphone,399.37,16.0,2.0,18x16x8 cm,2023-03-15,2024-01-01,Red/Small,3.0
XMW6YWYZ,Headphones,159.99,62.0,1.0,18x14x10 cm,2023-03-15,2026-01-01,Red/Small,5.0
